system,sample_id,group_id,dynamic_bin,event,evaluation_stratum,dataset,run,epoch,window,total_mse,common_mse,spatial_mse,decomposition_residual
IEEE39,29000984,test1500:ieee39:0984,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,10_30,0.022405339181897264,0.022356436459722424,4.890272217484759e-05,6.938893903907228e-18
IEEE39,29000985,test1500:ieee39:0985,D0_weak_response,load,,test,G0_BALANCED,53,full,0.002767031108380672,0.002674731053164819,9.23000552158528e-05,4.336808689942018e-19
IEEE39,29000985,test1500:ieee39:0985,D0_weak_response,load,,test,G0_BALANCED,53,0_2,0.0015018842097077316,0.0010978714675486966,0.0004040127421590349,0.0
IEEE39,29000985,test1500:ieee39:0985,D0_weak_response,load,,test,G0_BALANCED,53,2_10,0.0030197924499976423,0.002902072393695697,0.00011772005630194507,0.0
IEEE39,29000985,test1500:ieee39:0985,D0_weak_response,load,,test,G0_BALANCED,53,10_30,0.0027924412616011783,0.0027414804755140805,5.096078608709769e-05,0.0
IEEE39,29001026,test1500:ieee39:1026,D3_large_excursion,load,,test,G0_BALANCED,53,full,0.5994396935739816,0.24380248937389642,0.3556372042000852,0.0
IEEE39,29001026,test1500:ieee39:1026,D3_large_excursion,load,,test,G0_BALANCED,53,0_2,0.19376867699918793,0.045578791997829854,0.14818988500135813,5.551115123125783e-17
IEEE39,29001026,test1500:ieee39:1026,D3_large_excursion,load,,test,G0_BALANCED,53,2_10,0.6570446539638861,0.15667866560199445,0.5003659883618916,5.551115123125783e-17
IEEE39,29001026,test1500:ieee39:1026,D3_large_excursion,load,,test,G0_BALANCED,53,10_30,0.6169648110754992,0.2984743886202639,0.31849042245523534,5.551115123125783e-17
IEEE39,29001028,test1500:ieee39:1028,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,full,0.891933088653894,0.022234945076338546,0.8696981435775555,4.85722573273506e-17
IEEE39,29001028,test1500:ieee39:1028,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,0_2,0.07531274153108214,0.048621412097474885,0.026691329433607254,0.0
IEEE39,29001028,test1500:ieee39:1028,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,2_10,0.842680567897434,0.01642510668134869,0.8262554612160855,2.463307335887066e-16
IEEE39,29001028,test1500:ieee39:1028,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,10_30,0.9932961316687593,0.021920233732220847,0.9713758979365383,1.1449174941446927e-16
IEEE39,29001030,test1500:ieee39:1030,D3_large_excursion,load,,test,G0_BALANCED,53,full,0.8784752148146288,0.010680142901967612,0.8677950719126611,3.469446951953614e-18
IEEE39,29001030,test1500:ieee39:1030,D3_large_excursion,load,,test,G0_BALANCED,53,0_2,0.368849822363297,0.0037709765455863666,0.3650788458177107,8.673617379884035e-17
IEEE39,29001030,test1500:ieee39:1030,D3_large_excursion,load,,test,G0_BALANCED,53,2_10,0.9336912971574461,0.006993110421677598,0.9266981867357685,8.673617379884035e-18
IEEE39,29001030,test1500:ieee39:1030,D3_large_excursion,load,,test,G0_BALANCED,53,10_30,0.9073513211226348,0.012845872529721745,0.8945054485929131,5.377642775528102e-17
IEEE39,29001031,test1500:ieee39:1031,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,full,0.15579919429133926,0.008727089594663208,0.14707210469667603,2.0816681711721685e-17
IEEE39,29001031,test1500:ieee39:1031,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,0_2,0.0192973769006111,0.0027768513127055315,0.016520525587905573,3.0357660829594124e-18
IEEE39,29001031,test1500:ieee39:1031,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,2_10,0.14905535891727878,0.0029561068954968473,0.14609925202178192,9.974659986866641e-18
IEEE39,29001031,test1500:ieee39:1031,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,10_30,0.17214691018003628,0.01163050650252552,0.16051640367751074,1.3877787807814457e-17
IEEE39,29001033,test1500:ieee39:1033,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,full,0.21876488732637892,0.20897455446753244,0.00979033285884651,2.7755575615628914e-17
IEEE39,29001033,test1500:ieee39:1033,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,0_2,0.11208556636337708,0.09729775505797036,0.014787811305406708,0.0
IEEE39,29001033,test1500:ieee39:1033,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,2_10,0.17675958698134547,0.14866509688769974,0.028094490093645764,2.7755575615628914e-17
IEEE39,29001033,test1500:ieee39:1033,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,10_30,0.24623493956069248,0.2442660174404217,0.0019689221202707913,0.0
IEEE39,29001034,test1500:ieee39:1034,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.00703327874066478,0.006984551161182807,4.872757948197464e-05,1.734723475976807e-18
IEEE39,29001034,test1500:ieee39:1034,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.0026272851941382047,0.0023143090511962517,0.0003129761429419535,4.336808689942018e-19
IEEE39,29001034,test1500:ieee39:1034,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.006354656677658196,0.006325411690235756,2.9244987422439278e-05,8.673617379884035e-19
IEEE39,29001034,test1500:ieee39:1034,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.007745326920520073,0.007715231160560281,3.0095759959790903e-05,8.673617379884035e-19
IEEE39,29001038,test1500:ieee39:1038,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.0058377346635964614,0.0058142416899227434,2.349297367371775e-05,0.0
IEEE39,29001038,test1500:ieee39:1038,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.002285241040758084,0.002168268457417878,0.00011697258334020552,4.336808689942018e-19
IEEE39,29001038,test1500:ieee39:1038,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.005233401498338601,0.0052108475120949795,2.2553986243621475e-05,0.0
IEEE39,29001038,test1500:ieee39:1038,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.006434717291983444,0.0064201966843043376,1.4520607679107478e-05,8.673617379884035e-19
IEEE39,29001039,test1500:ieee39:1039,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.011758573422807452,0.011730706997612084,2.7866425195367546e-05,0.0
IEEE39,29001039,test1500:ieee39:1039,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.0030316674703531597,0.0029376074152413023,9.406005511185748e-05,0.0
IEEE39,29001039,test1500:ieee39:1039,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.010483724628585683,0.010451541162987039,3.218346559864679e-05,1.734723475976807e-18
IEEE39,29001039,test1500:ieee39:1039,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.01314120353574159,0.013121683289699182,1.9520246042406853e-05,1.734723475976807e-18
IEEE39,29001040,test1500:ieee39:1040,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.005202233786235396,0.005155086235245787,4.71475509896087e-05,0.0
IEEE39,29001040,test1500:ieee39:1040,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.0024724587516260863,0.002052941911365787,0.0004195168402602988,4.336808689942018e-19
IEEE39,29001040,test1500:ieee39:1040,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.004437675941941889,0.004408908705940887,2.8767236001003415e-05,8.673617379884035e-19
IEEE39,29001040,test1500:ieee39:1040,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.0057810344274137285,0.005763771679355747,1.7262748057981805e-05,0.0
IEEE39,29001041,test1500:ieee39:1041,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.1716445477827375,0.17154519264300133,9.935513973618325e-05,2.7755575615628914e-17
IEEE39,29001041,test1500:ieee39:1041,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.07109107409888867,0.06999675283531448,0.0010943212635741648,2.7755575615628914e-17
IEEE39,29001041,test1500:ieee39:1041,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.1654354840119246,0.16540345177946833,3.203223245621147e-05,5.551115123125783e-17
IEEE39,29001041,test1500:ieee39:1041,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.1841835206594476,0.18415673296918322,2.6787690264373793e-05,0.0
IEEE39,29001042,test1500:ieee39:1042,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.0016206298171107054,0.0015972356625417663,2.3394154568939326e-05,2.168404344971009e-19
IEEE39,29001042,test1500:ieee39:1042,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.0005399423427666073,0.00044607867417341694,9.38636685931903e-05,5.421010862427522e-20
IEEE39,29001042,test1500:ieee39:1042,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.0014207762827078815,0.001400764974089473,2.0011308618408595e-05,0.0
IEEE39,29001042,test1500:ieee39:1042,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.001808639978306245,0.0017909396367595184,1.7700341546726523e-05,0.0
NPCC140,29001044,test1500:npcc140:1044,D0_weak_response,load,,test,G0_BALANCED,53,full,5.916094885975362e-05,4.3945043545752216e-05,1.5215905314001408e-05,0.0
NPCC140,29001044,test1500:npcc140:1044,D0_weak_response,load,,test,G0_BALANCED,53,0_2,0.00017630608142499933,0.00012832912701931092,4.797695440568838e-05,2.710505431213761e-20
NPCC140,29001044,test1500:npcc140:1044,D0_weak_response,load,,test,G0_BALANCED,53,2_10,5.465231380538747e-05,4.689044644280769e-05,7.761867362579784e-06,6.776263578034403e-21
NPCC140,29001044,test1500:npcc140:1044,D0_weak_response,load,,test,G0_BALANCED,53,10_30,4.924988962497552e-05,3.432847403957416e-05,1.492141558540136e-05,0.0
IEEE39,29001056,test1500:ieee39:1056,D0_weak_response,load,,test,G0_BALANCED,53,full,0.0009847888214021025,0.0009211012858886096,6.368753551349267e-05,2.168404344971009e-19
IEEE39,29001056,test1500:ieee39:1056,D0_weak_response,load,,test,G0_BALANCED,53,0_2,0.0010022330442902654,0.0005778372173860188,0.0004243958269042465,1.0842021724855044e-19
IEEE39,29001056,test1500:ieee39:1056,D0_weak_response,load,,test,G0_BALANCED,53,2_10,0.0011528944307746436,0.0010861826035751343,6.671182719950928e-05,0.0
IEEE39,29001056,test1500:ieee39:1056,D0_weak_response,load,,test,G0_BALANCED,53,10_30,0.0009158021553642698,0.0008893951656642591,2.6406989700010633e-05,1.0842021724855044e-19
IEEE39,29001058,test1500:ieee39:1058,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,full,0.015570146203824157,0.01380972608649816,0.0017604201173259974,0.0
IEEE39,29001058,test1500:ieee39:1058,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,0_2,0.025708656045415546,0.005660115237228749,0.0200485408081868,1.734723475976807e-18
IEEE39,29001058,test1500:ieee39:1058,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,2_10,0.041321392224479295,0.04098735128882729,0.0003340409356520135,6.938893903907228e-18
IEEE39,29001058,test1500:ieee39:1058,D2_pronounced_or_spatial,load,,test,G0_BALANCED,53,10_30,0.004255796811402962,0.003753637090493452,0.0005021597209095112,8.673617379884035e-19
IEEE39,29001059,test1500:ieee39:1059,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.0006200047613689534,0.0005437447303545323,7.626003101442115e-05,0.0
IEEE39,29001059,test1500:ieee39:1059,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.0008136381702473167,0.0004879427152082264,0.00032569545503909026,0.0
IEEE39,29001059,test1500:ieee39:1059,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.00056869723611178,0.00044762090524289846,0.0001210763308688815,5.421010862427522e-20
IEEE39,29001059,test1500:ieee39:1059,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.0006211644305839864,0.0005877744619138163,3.338996867017009e-05,0.0
IEEE39,29001061,test1500:ieee39:1061,D1_resolved_response,load,,test,G0_BALANCED,53,full,0.05082035673222243,0.05059495655949689,0.00022540017272552467,2.0816681711721685e-17
IEEE39,29001061,test1500:ieee39:1061,D1_resolved_response,load,,test,G0_BALANCED,53,0_2,0.02850498692536224,0.0260871623411034,0.0024178245842588417,0.0
IEEE39,29001061,test1500:ieee39:1061,D1_resolved_response,load,,test,G0_BALANCED,53,2_10,0.04037295232572151,0.040276491934193456,9.646039152804739e-05,6.938893903907228e-18
IEEE39,29001061,test1500:ieee39:1061,D1_resolved_response,load,,test,G0_BALANCED,53,10_30,0.0572308554755088,0.05717312183145763,5.773364405118386e-05,1.3877787807814457e-17
IEEE39,29001062,test1500:ieee39:1062,D0_weak_response,line,,test,G0_BALANCED,53,full,0.04872268117264123,0.008427359298407372,0.040295321874233854,5.204170427930421e-18
IEEE39,29001062,test1500:ieee39:1062,D0_weak_response,line,,test,G0_BALANCED,53,0_2,0.007586373462801906,0.0005696160848036536,0.007016757377998252,3.2526065174565133e-19
IEEE39,29001062,test1500:ieee39:1062,D0_weak_response,line,,test,G0_BALANCED,53,2_10,0.13910817969495545,0.024938195730349708,0.11416998396460576,1.3877787807814457e-17
IEEE39,29001062,test1500:ieee39:1062,D0_weak_response,line,,test,G0_BALANCED,53,10_30,0.01668211253469947,0.0026087990469908086,0.014073313487708666,3.0357660829594124e-18
IEEE39,29001064,test1500:ieee39:1064,D1_resolved_response,line,,test,G0_BALANCED,53,full,0.08618559364538574,0.005633839682770479,0.08055175396261526,1.734723475976807e-18
IEEE39,29001064,test1500:ieee39:1064,D1_resolved_response,line,,test,G0_BALANCED,53,0_2,0.0012893788072816368,7.588118890608958e-05,0.0012134976183755474,1.6263032587282567e-19
IEEE39,29001064,test1500:ieee39:1064,D1_resolved_response,line,,test,G0_BALANCED,53,2_10,0.07504915172012006,0.005304545630033496,0.06974460609008656,4.336808689942018e-18
IEEE39,29001064,test1500:ieee39:1064,D1_resolved_response,line,,test,G0_BALANCED,53,10_30,0.0991297918993024,0.006321353153251711,0.0928084387460507,6.071532165918825e-18
IEEE39,29001065,test1500:ieee39:1065,D1_resolved_response,line,,test,G0_BALANCED,53,full,0.048886419475820314,0.003070281498282174,0.04581613797753815,7.37257477290143e-18
IEEE39,29001065,test1500:ieee39:1065,D1_resolved_response,line,,test,G0_BALANCED,53,0_2,0.007978288284468948,0.004247524205662894,0.003730764078806055,0.0
IEEE39,29001065,test1500:ieee39:1065,D1_resolved_response,line,,test,G0_BALANCED,53,2_10,0.06703419302025664,0.0017903369043983518,0.06524385611585828,4.336808689942018e-19
IEEE39,29001065,test1500:ieee39:1065,D1_resolved_response,line,,test,G0_BALANCED,53,10_30,0.04571812317718093,0.0034645350650976316,0.04225358811208329,8.673617379884035e-18
IEEE39,29001069,test1500:ieee39:1069,D0_weak_response,line,,test,G0_BALANCED,53,full,0.0002078618104379807,0.00018372375037106772,2.413806006691292e-05,5.421010862427522e-20
IEEE39,29001069,test1500:ieee39:1069,D0_weak_response,line,,test,G0_BALANCED,53,0_2,0.0002975129893651988,0.00013575034412802533,0.00016176264523717342,5.421010862427522e-20
IEEE39,29001069,test1500:ieee39:1069,D0_weak_response,line,,test,G0_BALANCED,53,2_10,0.00014184763262031284,0.0001287391358890348,1.3108496731277993e-05,2.710505431213761e-20
IEEE39,29001069,test1500:ieee39:1069,D0_weak_response,line,,test,G0_BALANCED,53,10_30,0.000225302363672326,0.00021051493678818513,1.4787426884140838e-05,2.710505431213761e-20
IEEE39,29001071,test1500:ieee39:1071,D0_weak_response,line,,test,G0_BALANCED,53,full,0.00042081509708233545,0.00039145696011679985,2.9358136965535558e-05,5.421010862427522e-20
IEEE39,29001071,test1500:ieee39:1071,D0_weak_response,line,,test,G0_BALANCED,53,0_2,0.0006163438031861463,0.00039562671426241153,0.0002207170889237347,5.421010862427522e-20
IEEE39,29001071,test1500:ieee39:1071,D0_weak_response,line,,test,G0_BALANCED,53,2_10,0.0002792131301190282,0.0002646574904046397,1.4555639714388486e-05,0.0
IEEE39,29001071,test1500:ieee39:1071,D0_weak_response,line,,test,G0_BALANCED,53,10_30,0.00045790301325727723,0.00044175977258710276,1.614324067017447e-05,0.0
IEEE39,29001072,test1500:ieee39:1072,D1_resolved_response,line,,test,G0_BALANCED,53,full,0.00013332634794421987,8.107578317101238e-05,5.2250564773207486e-05,0.0
IEEE39,29001072,test1500:ieee39:1072,D1_resolved_response,line,,test,G0_BALANCED,53,0_2,0.001482935001782792,0.0007826725927953939,0.0007002624089873981,1.0842021724855044e-19
IEEE39,29001072,test1500:ieee39:1072,D1_resolved_response,line,,test,G0_BALANCED,53,2_10,5.6629872889309e-05,4.762142770695998e-05,9.008445182349022e-06,6.776263578034403e-21
IEEE39,29001072,test1500:ieee39:1072,D1_resolved_response,line,,test,G0_BALANCED,53,10_30,2.9044072582326985e-05,2.42978443941952e-05,4.74622818813179e-06,3.3881317890172014e-21
IEEE39,29001073,test1500:ieee39:1073,D1_resolved_response,line,,test,G0_BALANCED,53,full,0.00014311162314071608,0.00010296497535402183,4.014664778669423e-05,1.3552527156068805e-20
IEEE39,29001073,test1500:ieee39:1073,D1_resolved_response,line,,test,G0_BALANCED,53,0_2,0.0005783694514735055,0.00013828578145055637,0.0004400836700229491,5.421010862427522e-20
IEEE39,29001073,test1500:ieee39:1073,D1_resolved_response,line,,test,G0_BALANCED,53,2_10,6.602447781229325e-05,5.451244453264895e-05,1.15120332796443e-05,0.0
IEEE39,29001073,test1500:ieee39:1073,D1_resolved_response,line,,test,G0_BALANCED,53,10_30,0.00013042069843880626,0.00011881390707291751,1.1606791365888723e-05,2.710505431213761e-20
IEEE39,29001074,test1500:ieee39:1074,D0_weak_response,line,,test,G0_BALANCED,53,full,0.00017549073319141333,0.0001467483103077922,2.874242288362115e-05,0.0
IEEE39,29001074,test1500:ieee39:1074,D0_weak_response,line,,test,G0_BALANCED,53,0_2,0.00015853200817847127,4.439912993359652e-05,0.00011413287824487473,1.3552527156068805e-20
IEEE39,29001074,test1500:ieee39:1074,D0_weak_response,line,,test,G0_BALANCED,53,2_10,0.00012343758609773637,0.00010111038097442583,2.2327205123310527e-05,1.3552527156068805e-20
IEEE39,29001074,test1500:ieee39:1074,D0_weak_response,line,,test,G0_BALANCED,53,10_30,0.00019800786453017837,0.00017523840007855834,2.276946445162004e-05,2.710505431213761e-20
IEEE39,29001076,test1500:ieee39:1076,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.012020408544853112,0.0027004970364952314,0.00931991150835788,4.336808689942018e-19
IEEE39,29001076,test1500:ieee39:1076,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.15126369641026866,0.03540536763451838,0.11585832877575024,3.469446951953614e-17
IEEE39,29001076,test1500:ieee39:1076,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.0023355262304676746,0.0010944425871349717,0.001241083643332703,0.0
IEEE39,29001076,test1500:ieee39:1076,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.0019700326840657346,7.243175643701947e-05,0.0018976009276287153,1.3552527156068805e-19
IEEE39,29001079,test1500:ieee39:1079,D3_large_excursion,fault,,test,G0_BALANCED,53,full,0.15419847367540693,0.012958360813895476,0.1412401128615114,6.071532165918825e-17
IEEE39,29001079,test1500:ieee39:1079,D3_large_excursion,fault,,test,G0_BALANCED,53,0_2,0.05492323631899756,0.009784085851452908,0.045139150467544645,5.204170427930421e-18
IEEE39,29001079,test1500:ieee39:1079,D3_large_excursion,fault,,test,G0_BALANCED,53,2_10,0.19141084487999221,0.021061055904453584,0.17034978897553862,6.938893903907228e-18
IEEE39,29001079,test1500:ieee39:1079,D3_large_excursion,fault,,test,G0_BALANCED,53,10_30,0.1492410489292137,0.010034710273916487,0.1392063386552972,1.5612511283791264e-17
IEEE39,29001081,test1500:ieee39:1081,D3_large_excursion,fault,,test,G0_BALANCED,53,full,0.18940732077681596,0.018900193452377038,0.17050712732443896,3.122502256758253e-17
IEEE39,29001081,test1500:ieee39:1081,D3_large_excursion,fault,,test,G0_BALANCED,53,0_2,0.12500438267757677,0.008109704827614122,0.11689467784996263,1.734723475976807e-17
IEEE39,29001081,test1500:ieee39:1081,D3_large_excursion,fault,,test,G0_BALANCED,53,2_10,0.22807162496954758,0.0053297051965649584,0.22274191977298266,3.729655473350135e-17
IEEE39,29001081,test1500:ieee39:1081,D3_large_excursion,fault,,test,G0_BALANCED,53,10_30,0.18038189290964723,0.02540743761717816,0.15497445529246906,1.3877787807814457e-17
IEEE39,29001082,test1500:ieee39:1082,D3_large_excursion,fault,,test,G0_BALANCED,53,full,0.8111301373581496,0.0694218729903465,0.7417082643678031,2.7755575615628914e-17
IEEE39,29001082,test1500:ieee39:1082,D3_large_excursion,fault,,test,G0_BALANCED,53,0_2,0.9598254911864391,0.24746478348118592,0.7123607077052532,2.7755575615628914e-17
IEEE39,29001082,test1500:ieee39:1082,D3_large_excursion,fault,,test,G0_BALANCED,53,2_10,0.7481850240542094,0.08040915972773387,0.6677758643264755,1.3877787807814457e-17
IEEE39,29001082,test1500:ieee39:1082,D3_large_excursion,fault,,test,G0_BALANCED,53,10_30,0.821438647296897,0.04722266724630761,0.7742159800505892,1.3877787807814457e-16
IEEE39,29001083,test1500:ieee39:1083,D3_large_excursion,fault,,test,G0_BALANCED,53,full,0.2434941023033754,0.013597375049310419,0.229896727254065,6.938893903907228e-18
IEEE39,29001083,test1500:ieee39:1083,D3_large_excursion,fault,,test,G0_BALANCED,53,0_2,0.052009143576294846,0.007068983290401047,0.044940160285893795,4.336808689942018e-18
IEEE39,29001083,test1500:ieee39:1083,D3_large_excursion,fault,,test,G0_BALANCED,53,2_10,0.264991648889619,0.014117678926252247,0.25087396996336675,1.734723475976807e-17
IEEE39,29001083,test1500:ieee39:1083,D3_large_excursion,fault,,test,G0_BALANCED,53,10_30,0.25404357954158596,0.014042092674424623,0.24000148686716138,4.5102810375396984e-17
IEEE39,29001084,test1500:ieee39:1084,D3_large_excursion,fault,,test,G0_BALANCED,53,full,0.05455676039068403,0.006126847911758346,0.04842991247892568,8.673617379884035e-19
IEEE39,29001084,test1500:ieee39:1084,D3_large_excursion,fault,,test,G0_BALANCED,53,0_2,0.06696306014593852,0.03344642967334356,0.033516630472594955,0.0
IEEE39,29001084,test1500:ieee39:1084,D3_large_excursion,fault,,test,G0_BALANCED,53,2_10,0.012752978220651431,0.002656803717760924,0.010096174502890506,4.336808689942018e-19
IEEE39,29001084,test1500:ieee39:1084,D3_large_excursion,fault,,test,G0_BALANCED,53,10_30,0.07003764328317162,0.004782907413198795,0.06525473586997282,2.6020852139652106e-18
IEEE39,29001087,test1500:ieee39:1087,D3_large_excursion,fault,,test,G0_BALANCED,53,full,0.07800665161070244,0.0093832271748287,0.06862342443587374,1.734723475976807e-18
IEEE39,29001087,test1500:ieee39:1087,D3_large_excursion,fault,,test,G0_BALANCED,53,0_2,0.0515225787415188,0.017248965688816346,0.034273613052702455,3.469446951953614e-18
IEEE39,29001087,test1500:ieee39:1087,D3_large_excursion,fault,,test,G0_BALANCED,53,2_10,0.0881819496580915,0.01718892577204049,0.070993023886051,3.469446951953614e-18
IEEE39,29001087,test1500:ieee39:1087,D3_large_excursion,fault,,test,G0_BALANCED,53,10_30,0.0765849396786652,0.005474373884545219,0.07111056579411996,1.474514954580286e-17
IEEE39,29001095,test1500:ieee39:1095,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.0015241545463639072,0.0013403270715339494,0.00018382747482995814,4.336808689942018e-19
IEEE39,29001095,test1500:ieee39:1095,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.014802038592393287,0.012158015954842715,0.0026440226375505785,5.204170427930421e-18
IEEE39,29001095,test1500:ieee39:1095,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.0010437510796755436,0.0010269321212898514,1.6818958385692117e-05,2.168404344971009e-19
IEEE39,29001095,test1500:ieee39:1095,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.0003885275284363146,0.0003839161633007121,4.6113651356025825e-06,5.421010862427522e-20
IEEE39,29001097,test1500:ieee39:1097,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.049447076665938464,0.04913733083731806,0.0003097458286203894,1.3877787807814457e-17
IEEE39,29001097,test1500:ieee39:1097,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.015708766294577393,0.011559032253335903,0.00414973404124149,0.0
IEEE39,29001097,test1500:ieee39:1097,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.04279933770489996,0.042706759862213714,9.257784268625223e-05,6.938893903907228e-18
IEEE39,29001097,test1500:ieee39:1097,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.05548000328748996,0.055467389085758025,1.2614201731934185e-05,6.938893903907228e-18
IEEE39,29001098,test1500:ieee39:1098,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.020647644961535705,0.019275494089777148,0.001372150871758557,0.0
IEEE39,29001098,test1500:ieee39:1098,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.08670631519629565,0.0799476346945496,0.006758680501746042,1.3877787807814457e-17
IEEE39,29001098,test1500:ieee39:1098,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.053198460970281615,0.050610139316737836,0.0025883216535437796,0.0
IEEE39,29001098,test1500:ieee39:1098,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.0010214515345613494,0.0006744219385156303,0.0003470295960457192,0.0
IEEE39,29001099,test1500:ieee39:1099,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.05089911417599416,0.027072032075650388,0.02382708210034377,0.0
IEEE39,29001099,test1500:ieee39:1099,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.03616112555089547,0.013035049847077654,0.023126075703817812,3.469446951953614e-18
IEEE39,29001099,test1500:ieee39:1099,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.04055811478272679,0.02338620758592537,0.017171907196801423,0.0
IEEE39,29001099,test1500:ieee39:1099,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.05650931279581098,0.029950060094397667,0.026559252701413304,6.938893903907228e-18
IEEE39,29001100,test1500:ieee39:1100,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.008302997260418353,0.007234443627421099,0.001068553632997256,1.734723475976807e-18
IEEE39,29001100,test1500:ieee39:1100,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.044970569569962704,0.029205783376620425,0.01576478619334227,1.0408340855860843e-17
IEEE39,29001100,test1500:ieee39:1100,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.011595645523831419,0.01158556680811061,1.007871572081028e-05,1.734723475976807e-18
IEEE39,29001100,test1500:ieee39:1100,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.003319180724098693,0.00329686038022536,2.2320343873333532e-05,4.336808689942018e-19
IEEE39,29001101,test1500:ieee39:1101,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,full,0.0019908087960562467,0.0007571952750578137,0.0012336135209984327,3.2526065174565133e-19
IEEE39,29001101,test1500:ieee39:1101,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,0_2,0.025970953313073458,0.007822093102864499,0.01814886021020896,1.734723475976807e-18
IEEE39,29001101,test1500:ieee39:1101,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,2_10,0.000502169887504014,0.0004341847218529416,6.798516565107248e-05,1.6263032587282567e-19
IEEE39,29001101,test1500:ieee39:1101,D2_pronounced_or_spatial,fault,,test,G0_BALANCED,53,10_30,0.00018824990777541802,0.0001799097135590941,8.340194216323902e-06,2.710505431213761e-20
