model,system,window,metric,stratum,group_mean_difference,group_median_difference,group_win_rate,ci95_low,ci95_high
A3_F_ONLY,IEEE39,10_30,differential_rmse,BELOW_HIGH,-0.002841875882142384,0.00021019137544484766,0.4696132596685083,-0.00903067707111949,0.0026605309691195202
A4_L_ONLY,NPCC140,full,trajectory_rmse,BELOW_HIGH,0.0041551859780859565,-5.8913987874825206e-05,0.5,0.0009386458915653333,0.008633881966071871
A4_L_ONLY,NPCC140,full,differential_rmse,BELOW_HIGH,0.0032789584149107505,-0.000141586499503516,0.5147058823529411,-0.0038592679251454863,0.01192371253665577
A4_L_ONLY,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,0.002060234403893162,0.00019847828250964521,0.47058823529411764,-0.0002306085262765957,0.004798876546726452
A4_L_ONLY,NPCC140,0_2,differential_rmse,BELOW_HIGH,-0.0032914873338515654,-0.0016355017967931806,0.6323529411764706,-0.006477861000560403,-0.0006235637280547752
A4_L_ONLY,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,0.0009414833821801174,-0.00019531192399418757,0.6428571428571429,-0.0005264089599336607,0.0031623495116537338
A4_L_ONLY,NPCC140,2_10,differential_rmse,BELOW_HIGH,0.003004350049418738,-0.0002040503861042092,0.625,-0.0006113942412203816,0.007816098645122739
A4_L_ONLY,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,0.0028946046056908302,0.000382332259711428,0.39285714285714285,-0.0004600382584669563,0.008429285312197847
A4_L_ONLY,NPCC140,10_30,differential_rmse,BELOW_HIGH,0.009422835461372079,0.0004064400080514238,0.2857142857142857,0.0001199517541372295,0.021721576486124595
A4_L_ONLY,IEEE39,full,trajectory_rmse,BELOW_HIGH,0.0058034991787818645,0.0005034236964780938,0.49130434782608695,0.00040072288401758646,0.011492966688016188
A4_L_ONLY,IEEE39,full,differential_rmse,BELOW_HIGH,-0.008752821627033681,-0.0006275717598281377,0.5739130434782609,-0.01684722799612973,-0.000293989925049907
A4_L_ONLY,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,0.006724501333311535,0.003915588762527203,0.41304347826086957,0.004209622967124966,0.009344760280439056
A4_L_ONLY,IEEE39,0_2,differential_rmse,BELOW_HIGH,-0.008664400854477979,-0.002549931494423881,0.6652173913043479,-0.013034602862561041,-0.0044361801094976025
A4_L_ONLY,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,0.010553217809928472,0.0041874991716082,0.3812154696132597,0.003641546710387082,0.018318500873330194
A4_L_ONLY,IEEE39,2_10,differential_rmse,BELOW_HIGH,-0.0023241216268456207,0.00016418454374004265,0.49171270718232046,-0.012456668455301741,0.008764762651750595
A4_L_ONLY,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,0.006421213846381819,0.001775778521456459,0.47513812154696133,-0.0011947511950635523,0.014458044025265654
A4_L_ONLY,IEEE39,10_30,differential_rmse,BELOW_HIGH,-0.0003418591194079745,0.001138349745742182,0.36464088397790057,-0.011274101815157372,0.01092658310503939
A5_NO_PHYSICAL,NPCC140,full,trajectory_rmse,BELOW_HIGH,0.004785874761301402,0.00402825421574275,0.23529411764705882,0.0016932434456411833,0.009314988784801675
A5_NO_PHYSICAL,NPCC140,full,differential_rmse,BELOW_HIGH,0.015930225412788903,0.0008284069991678611,0.19117647058823528,0.00829031945580816,0.025024487590816737
A5_NO_PHYSICAL,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,0.003467232899779226,0.0024069926771088076,0.29411764705882354,0.0015977039168318316,0.005252931410293307
A5_NO_PHYSICAL,NPCC140,0_2,differential_rmse,BELOW_HIGH,0.012384137762662454,0.0029313718867232407,0.07352941176470588,0.007491301470993565,0.018108225607740506
A5_NO_PHYSICAL,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,0.003999194042882106,0.003614208896917861,0.21428571428571427,0.002305431685993126,0.006224507892956157
A5_NO_PHYSICAL,NPCC140,2_10,differential_rmse,BELOW_HIGH,0.0020590687355229098,2.4842589057213286e-05,0.48214285714285715,-0.0002442128517723214,0.005066038850774061
A5_NO_PHYSICAL,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,0.007023473104710168,0.005047492702306517,0.19642857142857142,0.0032806477796530806,0.013021541111892994
A5_NO_PHYSICAL,NPCC140,10_30,differential_rmse,BELOW_HIGH,0.00958653945351392,0.00021319750562635482,0.35714285714285715,0.0008284347390861197,0.02113114802391621
A5_NO_PHYSICAL,IEEE39,full,trajectory_rmse,BELOW_HIGH,-0.0025382913279317766,-0.0007099060170691256,0.5173913043478261,-0.007634331055381713,0.002714445040162453
A5_NO_PHYSICAL,IEEE39,full,differential_rmse,BELOW_HIGH,-0.0051697128058594095,-0.0006914019949829965,0.591304347826087,-0.014192365105281317,0.003827422144052065
A5_NO_PHYSICAL,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,-0.00025610266096535934,0.00018565922093522277,0.4956521739130435,-0.002994793588246737,0.002463708221901032
A5_NO_PHYSICAL,IEEE39,0_2,differential_rmse,BELOW_HIGH,2.834410056922663e-05,-0.0018590688535812321,0.6521739130434783,-0.004205872554391228,0.004391404809598994
A5_NO_PHYSICAL,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,0.0012417266340518705,0.0023633798082490012,0.46408839779005523,-0.0055015236321189,0.00816874114264941
A5_NO_PHYSICAL,IEEE39,2_10,differential_rmse,BELOW_HIGH,-0.009867917523458817,-0.0013234983018312093,0.6795580110497238,-0.021874838303144628,0.0020606364995843494
A5_NO_PHYSICAL,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,-0.002770340944693855,-0.0003010147664273415,0.5082872928176796,-0.009852628615163268,0.00446751498154568
A5_NO_PHYSICAL,IEEE39,10_30,differential_rmse,BELOW_HIGH,-0.00818086559317509,-0.00032595932896918963,0.5359116022099447,-0.020541786100091705,0.003702917942564043
A6_PRE_EVENT,NPCC140,full,trajectory_rmse,BELOW_HIGH,0.0019076277756381586,0.0007160546497705889,0.4264705882352941,0.0005446379254321284,0.0034633789880553507
A6_PRE_EVENT,NPCC140,full,differential_rmse,BELOW_HIGH,-0.00010912500339924037,0.00022947355228028872,0.45588235294117646,-0.0029135459062282635,0.0028440987845439075
A6_PRE_EVENT,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,0.001270292147835044,0.0012390582291898955,0.4852941176470588,-8.536069497090385e-06,0.0026072920010524344
A6_PRE_EVENT,NPCC140,0_2,differential_rmse,BELOW_HIGH,0.00025360813404663854,0.0008199144134687865,0.45588235294117646,-0.0020253423333759066,0.0022644495558085662
A6_PRE_EVENT,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,0.00037623527683218184,0.00023607864743712537,0.44642857142857145,-0.0002682505524943254,0.0010530747230715915
A6_PRE_EVENT,NPCC140,2_10,differential_rmse,BELOW_HIGH,0.0003057843685487908,3.62868244486597e-05,0.5,-0.0009296831509821938,0.0011645911276605937
A6_PRE_EVENT,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,0.00205586035493719,0.0006843486442266622,0.35714285714285715,0.0006780525271121601,0.00388949480052176
A6_PRE_EVENT,NPCC140,10_30,differential_rmse,BELOW_HIGH,0.002241860423712223,0.00024123935230824312,0.42857142857142855,-0.00041065085631924965,0.0056970075591461005
A6_PRE_EVENT,IEEE39,full,trajectory_rmse,BELOW_HIGH,0.028930848574436358,0.011102655610407167,0.2608695652173913,0.02054635963144226,0.037486816434094225
A6_PRE_EVENT,IEEE39,full,differential_rmse,BELOW_HIGH,0.02794674045476483,0.001104174370003262,0.3521739130434783,0.016642992662545878,0.04052973791801057
A6_PRE_EVENT,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,0.009467353799075387,0.005412906818158852,0.32608695652173914,0.005734586866547407,0.013388520896272441
A6_PRE_EVENT,IEEE39,0_2,differential_rmse,BELOW_HIGH,0.005971240082856872,0.0011250283950718911,0.41739130434782606,0.0013383115813279936,0.011173889369963927
A6_PRE_EVENT,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,0.03030834671981711,0.00945052389466081,0.3149171270718232,0.020690334833260153,0.04060880209061183
A6_PRE_EVENT,IEEE39,2_10,differential_rmse,BELOW_HIGH,0.02600788475523088,0.0007059317626729573,0.3867403314917127,0.012116316561929335,0.041803681422029074
