model,system,window,metric,stratum,n_devices,n_scenes,n_groups,group_macro,median,p90
E5_GAT_H384,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,2982,364,230,0.0474995429498086,0.02988330382011451,0.11788082206422994
E5_GAT_H384,IEEE39,0_2,differential_rmse,BELOW_HIGH,2982,364,230,0.030851272307851157,0.021394414793078298,0.055925670750757904
E5_GAT_H384,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,2781,315,181,0.06720781365608391,0.02244021208699059,0.09379370023684812
E5_GAT_H384,IEEE39,2_10,differential_rmse,BELOW_HIGH,2781,315,181,0.01834016971821289,0.0031862794396952934,0.021912645959535952
E5_GAT_H384,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,2781,315,181,0.07056853301886316,0.017196868418774793,0.0986352447718057
E5_GAT_H384,IEEE39,10_30,differential_rmse,BELOW_HIGH,2781,315,181,0.02072090552429286,0.0022977205563421738,0.018051673216320452
E6_GCN_H384,NPCC140,full,trajectory_rmse,BELOW_HIGH,12539,322,68,0.01705281119216058,0.005681900405428799,0.016299706812104974
E6_GCN_H384,NPCC140,full,differential_rmse,BELOW_HIGH,12539,322,68,0.026922879173468108,0.0028328726630645644,0.009147950412535156
E6_GCN_H384,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,12539,322,68,0.0254431911347697,0.013125309760512993,0.0345680932094037
E6_GCN_H384,NPCC140,0_2,differential_rmse,BELOW_HIGH,12539,322,68,0.025008976663992703,0.009492792722877437,0.02558354572916096
E6_GCN_H384,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,12453,277,56,0.00975625600849416,0.004162764824731953,0.015409603406409466
E6_GCN_H384,NPCC140,2_10,differential_rmse,BELOW_HIGH,12453,277,56,0.008680043851326116,0.0014430968430903801,0.006998466607875321
E6_GCN_H384,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,12453,277,56,0.01194556865963701,0.004873145452212134,0.014436117151633373
E6_GCN_H384,NPCC140,10_30,differential_rmse,BELOW_HIGH,12453,277,56,0.020891532867151102,0.001211678764649535,0.0039346938910599484
E6_GCN_H384,IEEE39,full,trajectory_rmse,BELOW_HIGH,2982,364,230,0.05487260365161788,0.028551838707750833,0.09354387034546613
E6_GCN_H384,IEEE39,full,differential_rmse,BELOW_HIGH,2982,364,230,0.02181509067972582,0.007109520482657972,0.01953519982593859
E6_GCN_H384,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,2982,364,230,0.04594200866190933,0.03258441002722025,0.11557888570733348
E6_GCN_H384,IEEE39,0_2,differential_rmse,BELOW_HIGH,2982,364,230,0.02777168574049737,0.018932414712600407,0.05360245721295835
E6_GCN_H384,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,2781,315,181,0.06379909608895185,0.027421306084733865,0.0879200320760891
E6_GCN_H384,IEEE39,2_10,differential_rmse,BELOW_HIGH,2781,315,181,0.01544724461814731,0.0034888340713920617,0.01393053629883568
E6_GCN_H384,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,2781,315,181,0.06648806026721782,0.027758766336101994,0.10059718885754691
E6_GCN_H384,IEEE39,10_30,differential_rmse,BELOW_HIGH,2781,315,181,0.014633426310993111,0.0026187827498198387,0.013859826288098539
