model,epoch,dataset,population,system,scope,scope_value,window,metric,n_records,n_scenes,n_groups,group_macro,record_median,record_p90
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,full,differential_rmse,69317,1402,1300,0.0416966754039374,0.0168869853613119,0.0555593635046303
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,0_2,trajectory_rmse,69317,1402,1300,0.0719944235899966,0.0594939995079788,0.1422853331102107
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,0_2,differential_rmse,69317,1402,1300,0.0484659888937423,0.0372108450787734,0.0896470575600874
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,2_10,trajectory_rmse,67802,1402,1300,0.0785148046256297,0.0478164938429507,0.1782205612167455
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,2_10,differential_rmse,67802,1402,1300,0.0297543009184108,0.0127037075150242,0.0426321863479161
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,10_30,trajectory_rmse,67802,1402,1300,0.0858489287429384,0.045061101528347,0.2058459320924833
E5_GAT_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,10_30,differential_rmse,67802,1402,1300,0.0357206921767997,0.0102547741118931,0.0429993902604091
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,full,trajectory_rmse,69317,1402,1300,0.1565160577155317,0.1002451501006588,0.2706255221450206
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,full,differential_rmse,69317,1402,1300,0.0956849626197263,0.029494456822552,0.1365841741877154
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,0_2,trajectory_rmse,69317,1402,1300,0.0967489468134809,0.0872975952490934,0.1633951381763331
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,0_2,differential_rmse,69317,1402,1300,0.0590272348354758,0.0472606783779566,0.1032083024128493
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,2_10,trajectory_rmse,67802,1402,1300,0.1290667820813906,0.0926988746357981,0.2337938194573822
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,2_10,differential_rmse,67802,1402,1300,0.0587196726750187,0.0221947633619095,0.080116148306637
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,10_30,trajectory_rmse,67802,1402,1300,0.1634910481281493,0.0996210141515005,0.2821021903986937
E6_GCN_H384,55,wecc1600,USABLE_1402,WECC179,ALL,ALL,10_30,differential_rmse,67802,1402,1300,0.099397263230162,0.024988331955751,0.1304701762676332
