model,reference,dataset,population,system,scope,scope_value,window,metric,n_paired_records,model_records,reference_records,n_paired_scenes,n_groups,group_mean_difference,group_median_difference,group_win_rate,ci95_low,ci95_high
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,full,nadir_error,22157,22157,22157,500,216,0.00016143426003685282,0.0009850079512347006,0.4351851851851852,-0.00094715874364482,0.0012414178502743935
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,full,max_abs_rocof_error,22107,22107,22107,500,216,0.0036994272589410374,0.0038427820366457193,0.4537037037037037,-0.0011293861491926667,0.008605791518526489
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,full,trajectory_rmse,11461,11461,11461,290,189,0.024110753170507735,0.002048013524140646,0.38095238095238093,-9.290070156969867e-05,0.06741824112553765
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,full,differential_rmse,11461,11461,11461,290,189,0.028819947821391457,0.0012648194073107554,0.4074074074074074,0.003042046763708043,0.07280967022253756
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,full,nadir_error,11461,11461,11461,290,189,0.0023502246592679394,0.0019570273191978536,0.3439153439153439,0.001025321225271001,0.0037155166678428143
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,full,max_abs_rocof_error,11461,11461,11461,290,189,0.03096373163305824,0.013416040304766064,0.38095238095238093,0.013257790121180802,0.058936746059959445
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,full,trajectory_rmse,1497,1497,1497,334,210,0.12678449140609133,0.003592783129614384,0.4238095238095238,0.035225116432928465,0.23358762339653116
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,full,differential_rmse,1497,1497,1497,334,210,0.1224571033047682,0.001727550349683517,0.4380952380952381,0.03332038256412043,0.22705781897230984
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,full,nadir_error,1497,1497,1497,334,210,-0.0012643348622249648,-0.0024798969582964974,0.6047619047619047,-0.004455744947324537,0.0020256473914657684
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,full,max_abs_rocof_error,1461,1461,1461,334,210,-0.009947592866419901,0.010586235194428341,0.44285714285714284,-0.05974743641060277,0.04274618224589571
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,SG_GFM,full,pair_rmse,334,334,334,334,210,0.1293388787500062,0.001627862069837208,0.4380952380952381,0.037461171458926405,0.23606042871862604
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,ALL,full,pair_rmse,500,500,500,500,216,0.03134262696634837,0.0011487092389071197,0.4351851851851852,0.008607356046606045,0.05550961516747664
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,full,spread_mae,500,500,500,500,216,0.18815840971669232,0.004339095839321905,0.4398148148148148,0.0925916855205609,0.2918191910123547
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,full,spread_mae,116,116,116,116,78,0.03910935550524303,-0.0019125689733824024,0.5512820512820513,-0.12954385407929,0.24114880817660017
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,full,spread_mae,135,135,135,135,135,0.20870185532813001,0.0913407326475073,0.362962962962963,0.08479835752566628,0.3365000547030445
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,0_2,trajectory_rmse,24000,24000,24000,500,216,-0.0005333246404376292,-0.001050907896195679,0.5740740740740741,-0.001998912668066767,0.0008768650184394844
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,0_2,differential_rmse,24000,24000,24000,500,216,-0.0014405133525714183,-0.0007195614115955133,0.5787037037037037,-0.0029469330318956685,-1.4969660399088403e-05
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,0_2,nadir_error,24000,24000,24000,500,216,-0.0020511299695298874,-0.001219590890893111,0.5833333333333334,-0.003269690284267788,-0.0009179549326254618
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,0_2,max_abs_rocof_error,23914,23914,23914,500,216,-0.017340951639900074,-0.016994046958105156,0.6759259259259259,-0.022105124342514444,-0.012600178658944867
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,0_2,trajectory_rmse,5568,5568,5568,116,78,0.0020582555199521843,0.0023480971815162976,0.2564102564102564,-0.0016756682918997012,0.00552098201238014
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,0_2,differential_rmse,5568,5568,5568,116,78,0.001503886711918003,0.002282457004490761,0.1794871794871795,-0.0020727861130052437,0.004759255353299959
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,0_2,nadir_error,5568,5568,5568,116,78,0.00029287057908202537,0.002140470450588812,0.3717948717948718,-0.002283330871710892,0.002640736866702844
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,0_2,max_abs_rocof_error,5568,5568,5568,116,78,0.00830759370464846,0.0066934198710447805,0.32051282051282054,0.001236174279991582,0.014854546077812399
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,0_2,trajectory_rmse,6480,6480,6480,135,135,9.701421305297465e-06,-0.0009341741221505014,0.5703703703703704,-0.002020920546445867,0.0019158583609864748
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,0_2,differential_rmse,6480,6480,6480,135,135,-0.0014270610261827707,-0.0007297436228456258,0.5703703703703704,-0.0037339217578354973,0.0006316355266853392
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,0_2,nadir_error,6480,6480,6480,135,135,-0.0010497383111683183,-0.0011012755148533948,0.5703703703703704,-0.00232465838365182,0.00022209350435589893
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,0_2,max_abs_rocof_error,6470,6470,6470,135,135,-0.015539609471579304,-0.015362414023294755,0.6666666666666666,-0.022136303732748837,-0.008921293986909757
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,0_2,trajectory_rmse,22157,22157,22157,500,216,0.0006719031029202689,-0.0007170444483954957,0.5601851851851852,-0.00039629054389229767,0.0017979429836792503
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,0_2,differential_rmse,22157,22157,22157,500,216,-4.2523358098901734e-05,-0.0006658840681214855,0.5972222222222222,-0.00102012989435635,0.001003829677171516
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,0_2,nadir_error,22157,22157,22157,500,216,-0.002009795582111388,-0.001233071736983813,0.5833333333333334,-0.0031068245292042726,-0.0009389896747710635
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,0_2,max_abs_rocof_error,22107,22107,22107,500,216,-0.01890607959482494,-0.016691280700679382,0.6805555555555556,-0.02342580923189119,-0.014464789255816068
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,0_2,trajectory_rmse,11461,11461,11461,290,189,-0.00014354483147920928,-0.00047071092973561456,0.544973544973545,-0.0018343723487786877,0.001492101580440055
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,0_2,differential_rmse,11461,11461,11461,290,189,-0.000838073817583634,-0.00035464417801232134,0.5343915343915344,-0.0025531548944548793,0.0008256196116035726
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,0_2,nadir_error,11461,11461,11461,290,189,8.668438599136323e-06,-0.000219789353456903,0.5132275132275133,-0.0014812824328800664,0.0015021170616341085
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,0_2,max_abs_rocof_error,11461,11461,11461,290,189,-0.0062654620484054084,-0.00790177946028117,0.5978835978835979,-0.012956057061340951,0.0005569611719266265
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,0_2,trajectory_rmse,1497,1497,1497,334,210,-0.011594675982547402,0.000604569110402086,0.44761904761904764,-0.022281258691997315,-0.0030032930621398586
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,0_2,differential_rmse,1497,1497,1497,334,210,-0.014490248739135347,-0.0016439156612606727,0.6142857142857143,-0.024847723400666055,-0.006236640589754533
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,0_2,nadir_error,1497,1497,1497,334,210,-0.001639630248156066,-0.0011000968515872955,0.5238095238095238,-0.004941431880433887,0.0016563206019203213
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,0_2,max_abs_rocof_error,1461,1461,1461,334,210,-0.017562753343092454,-0.0061683652198373795,0.5952380952380952,-0.047887888864441876,0.009382019196388855
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,SG_GFM,0_2,pair_rmse,334,334,334,334,210,-0.018078724525173562,-0.0020152157792467902,0.6142857142857143,-0.03210451241608447,-0.006375117808388825
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,ALL,0_2,pair_rmse,500,500,500,500,216,-0.007844323399928832,-0.001254287885710817,0.5925925925925926,-0.013734230281433842,-0.00276608694519289
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,0_2,spread_mae,500,500,500,500,216,0.0022347836011374247,-0.0018192154096172107,0.5277777777777778,-0.024133839422881623,0.02910527436421558
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,0_2,spread_mae,116,116,116,116,78,0.03255178257794357,0.02405624748958826,0.21794871794871795,-0.03808690603197542,0.10123140340837448
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,0_2,spread_mae,135,135,135,135,135,0.0022926366967651883,-0.0008869923704953146,0.5185185185185185,-0.03663328749500008,0.040668715822968056
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,2_10,trajectory_rmse,23914,23914,23914,500,216,0.0021661945787402777,2.0141322152838043e-06,0.5,-0.000391283373942087,0.004614399593947396
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,2_10,differential_rmse,23914,23914,23914,500,216,0.003970076928385153,0.0003798451464942464,0.4074074074074074,-0.00018739665515572963,0.008143203345297365
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,2_10,nadir_error,23914,23914,23914,500,216,-0.005634694837698644,-0.0022415966377593577,0.7083333333333334,-0.00774871598422428,-0.003733082030260639
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,2_10,max_abs_rocof_error,23914,23914,23914,500,216,0.003985775801764389,0.0016207650357151458,0.4027777777777778,0.0017160202288597952,0.006243493766220569
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,2_10,trajectory_rmse,5568,5568,5568,116,78,0.0002942274589210365,0.0005198002485389361,0.4358974358974359,-0.004416468258303789,0.004384241728346851
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,2_10,differential_rmse,5568,5568,5568,116,78,0.0006595393562368665,0.0005248915477572639,0.3974358974358974,-0.006124740312970278,0.006570837022776798
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,2_10,nadir_error,5568,5568,5568,116,78,-0.010065954913800402,-0.004293700748045619,0.7692307692307693,-0.015068805409522998,-0.005812747686703768
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,2_10,max_abs_rocof_error,5568,5568,5568,116,78,0.006834281714809216,0.008064675267968004,0.2564102564102564,0.0031525574523540495,0.01049903776331507
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,2_10,trajectory_rmse,6470,6470,6470,135,135,0.0032144291620223578,-0.00020824766505200395,0.5111111111111111,-0.000567154133233961,0.0069297935255231095
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,2_10,differential_rmse,6470,6470,6470,135,135,0.006191462899974079,0.0008445331904375276,0.4222222222222222,1.3453710304494492e-05,0.012369281233349353
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,2_10,nadir_error,6470,6470,6470,135,135,-0.0072349077253415295,-0.0035279295407235622,0.7851851851851852,-0.010370772647256624,-0.004490794696257035
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,2_10,max_abs_rocof_error,6470,6470,6470,135,135,0.003493024781897095,0.0015374677743812404,0.4074074074074074,0.00038090490921282173,0.0065592638702595555
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,2_10,trajectory_rmse,22107,22107,22107,500,216,0.00048391993495681837,-0.00014802344478716815,0.5509259259259259,-0.00014040229147911263,0.001145772523371242
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,2_10,differential_rmse,22107,22107,22107,500,216,0.0032824804907615984,0.00040843383686250316,0.35648148148148145,0.0008174187319418444,0.0057540442940442645
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,2_10,nadir_error,22107,22107,22107,500,216,-0.0035883480413999125,-0.0020721781361119256,0.7083333333333334,-0.004672634885424313,-0.0025735757141277455
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,2_10,max_abs_rocof_error,22107,22107,22107,500,216,0.0032869604975130176,0.0013294229471111025,0.41203703703703703,0.0020964370002792463,0.004535739829684458
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,2_10,trajectory_rmse,11461,11461,11461,290,189,0.003017738487252478,0.0007503864103048236,0.455026455026455,-7.432690074194772e-05,0.006031684061833845
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,2_10,differential_rmse,11461,11461,11461,290,189,0.004953220008827239,0.0007608569272963898,0.42328042328042326,-4.558524032281428e-05,0.00975150882813134
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,2_10,nadir_error,11461,11461,11461,290,189,-0.006599137791561008,-0.0034020900105436644,0.7513227513227513,-0.009055098510771511,-0.004384280685368726
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,2_10,max_abs_rocof_error,11461,11461,11461,290,189,0.006338415154895872,0.0033181843307646002,0.3862433862433862,0.0031663348560422994,0.009754747613451556
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,2_10,trajectory_rmse,1461,1461,1461,334,210,0.04819209969773244,0.0017473974440385923,0.4238095238095238,-0.0003982296729672818,0.10399275602424839
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,2_10,differential_rmse,1461,1461,1461,334,210,0.043371705236602734,0.0008058910230710973,0.46190476190476193,-0.004176903809758803,0.0981448552300965
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,2_10,nadir_error,1461,1461,1461,334,210,-0.023997015994449793,-0.002840452769305557,0.5952380952380952,-0.04492623626962283,-0.007374338313478227
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,2_10,max_abs_rocof_error,1461,1461,1461,334,210,0.013593017470741686,0.0005959522330785168,0.47619047619047616,-0.025789941803059015,0.05545280836355928
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,SG_GFM,2_10,pair_rmse,334,334,334,334,210,0.04434484598400289,0.0005933530885521125,0.4380952380952381,-0.005972527367142935,0.1017844051744282
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,ALL,2_10,pair_rmse,500,500,500,500,216,0.008124934563784646,0.0006744559962880183,0.44907407407407407,-0.005895458191650811,0.022452548629451625
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,2_10,spread_mae,500,500,500,500,216,0.09663236494913471,0.0017092778460785218,0.48148148148148145,0.038638103984717516,0.1595046103939037
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,2_10,spread_mae,116,116,116,116,78,0.03804049878541808,-0.006962235342105549,0.5769230769230769,-0.061771603424950985,0.13537426144135034
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,2_10,spread_mae,135,135,135,135,135,0.14373505650819599,0.016625457963221457,0.3851851851851852,0.05941546973007077,0.2356911507160753
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,10_30,trajectory_rmse,23914,23914,23914,500,216,0.006144033121986512,0.0011412436515138586,0.4305555555555556,0.001172274066908365,0.011259671679975587
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,10_30,differential_rmse,23914,23914,23914,500,216,0.01209291945663998,0.0005083046429149334,0.4305555555555556,0.003665674132221483,0.020880723239757377
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,10_30,nadir_error,23914,23914,23914,500,216,0.002945010721278063,0.0003681704790020982,0.4537037037037037,-0.0012561701102242649,0.0072110221911665705
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,10_30,max_abs_rocof_error,23914,23914,23914,500,216,0.0006381225085846056,-0.0011120863370403336,0.6388888888888888,-0.0006780100073052303,0.002085356816915999
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,10_30,trajectory_rmse,5568,5568,5568,116,78,-0.005674600027548112,-0.0002473607876053751,0.5384615384615384,-0.014030345628124434,0.002636670701013177
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,10_30,differential_rmse,5568,5568,5568,116,78,-0.010193684615702714,-0.000565187508048815,0.5641025641025641,-0.02327330294163775,0.0039175494178291465
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,10_30,nadir_error,5568,5568,5568,116,78,-0.006075800569805755,2.7384401619201526e-05,0.5,-0.013562924309617575,0.0009662755245124957
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,10_30,max_abs_rocof_error,5568,5568,5568,116,78,-0.0019859409594925465,-0.002651607695346077,0.8205128205128205,-0.0031113098070577744,-0.0007923434665338523
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,10_30,trajectory_rmse,6470,6470,6470,135,135,0.007655381941408585,0.003996673660468329,0.37777777777777777,0.0007067198455943353,0.014778158080107306
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,10_30,differential_rmse,6470,6470,6470,135,135,0.014341982199612259,0.0038729617838635863,0.4,0.0024843044787663106,0.0265526029525597
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,10_30,nadir_error,6470,6470,6470,135,135,0.0032655402234254612,0.0004972218193870503,0.45925925925925926,-0.0028283867335958802,0.009419221201618845
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,10_30,max_abs_rocof_error,6470,6470,6470,135,135,0.001245647904652894,-0.0008794324336728702,0.5925925925925926,-0.0006311736039153821,0.0033867241769168013
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,10_30,trajectory_rmse,22107,22107,22107,500,216,-0.0005153470287296322,-0.0005867188412093572,0.5740740740740741,-0.0013782300934422796,0.0003405858143871865
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,10_30,differential_rmse,22107,22107,22107,500,216,0.006634786545892034,0.000229550608508482,0.4444444444444444,0.0016079357640013956,0.011838090036439089
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,10_30,nadir_error,22107,22107,22107,500,216,0.0002868469149286702,0.00024505741590553004,0.4675925925925926,-0.0007208446893360241,0.0012728598950632448
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,0,10_30,max_abs_rocof_error,22107,22107,22107,500,216,-0.0018172430654561172,-0.0014296572172303739,0.7685185185185185,-0.0021658556926339,-0.0014734448482637
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,10_30,trajectory_rmse,11461,11461,11461,290,189,0.02952259128134297,0.001813584032988101,0.4074074074074074,-0.00030761014832068526,0.08273595399920568
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,10_30,differential_rmse,11461,11461,11461,290,189,0.03580766941108179,0.0021950906076808347,0.4126984126984127,0.0038782359426188535,0.09009718278168097
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,10_30,nadir_error,11461,11461,11461,290,189,0.004892631707568851,0.00010884514388938744,0.4973544973544973,-0.000882176226208046,0.011110544950732031
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,HIGH,HIGH,10_30,max_abs_rocof_error,11461,11461,11461,290,189,0.013569787217200166,-0.00111331045627594,0.6137566137566137,-0.0025371835689349015,0.04191300915397346
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,10_30,trajectory_rmse,1461,1461,1461,334,210,0.15286072222395866,0.004794155964733459,0.41904761904761906,0.04033690692452639,0.2834464434835016
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,10_30,differential_rmse,1461,1461,1461,334,210,0.14948991515458657,0.003865040809455393,0.42857142857142855,0.03988729020219147,0.27661666571828214
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,10_30,nadir_error,1461,1461,1461,334,210,0.06416557183568004,0.003023982048034668,0.44761904761904764,-0.026054190046026163,0.16296032096108104
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,family,1,10_30,max_abs_rocof_error,1461,1461,1461,334,210,0.0449761204841668,0.000799853044251601,0.48095238095238096,0.012784814825662088,0.0828081412566979
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,SG_GFM,10_30,pair_rmse,334,334,334,334,210,0.1587167792191839,0.0037250590954845814,0.41904761904761906,0.04537823801824288,0.2897864982001136
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,pair,ALL,10_30,pair_rmse,500,500,500,500,216,0.040179494637380325,0.0012041633446398985,0.4305555555555556,0.012256408532946753,0.06983630211483903
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,ALL,ALL,10_30,spread_mae,500,500,500,500,216,0.24336119023527078,0.003580509801395282,0.4444444444444444,0.11324307249260923,0.38278085192347355
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,event,fault,10_30,spread_mae,116,116,116,116,78,0.04019265548590297,-0.007177854189648513,0.5641025641025641,-0.18937181941395076,0.3232018940111784
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,EXPLICIT_D3,10_30,spread_mae,135,135,135,135,135,0.25532949671924005,0.07261115759611125,0.4,0.09038871565856177,0.42515916285335426
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,full,trajectory_rmse,3840,3840,3840,80,80,0.00260299387136309,-4.944968512276377e-05,0.525,-0.0017715148606432302,0.00784115117041188
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,full,differential_rmse,3840,3840,3840,80,80,0.005964429888803217,-2.2031877572705134e-05,0.5,-0.0017508830786967854,0.015493475276522862
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,full,nadir_error,3840,3840,3840,80,80,-0.0017644094080023838,9.91017441265285e-05,0.5,-0.0036396838811583562,9.248812631965332e-05
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,full,max_abs_rocof_error,3836,3836,3836,80,80,-0.002785709400013843,0.0018324131773137346,0.475,-0.010607038160097832,0.005429123749619928
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,full,spread_mae,80,80,80,80,80,0.15553524305363975,-0.0010334748002587789,0.575,0.008907839526293522,0.34502568800782774
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,0_2,trajectory_rmse,3840,3840,3840,80,80,-0.0015079524833825793,-0.0011522293204103526,0.5875,-0.0036979017860596292,0.0003374808858510515
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,0_2,differential_rmse,3840,3840,3840,80,80,-0.001514228322757196,-0.0007195614115955133,0.6,-0.0029753297807046204,-0.00018649923939117444
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,0_2,nadir_error,3840,3840,3840,80,80,-0.0037702006567739282,-0.0024065677615302166,0.6125,-0.006123607875926397,-0.001662967801803005
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,0_2,max_abs_rocof_error,3836,3836,3836,80,80,-0.02032050252134328,-0.02024313293143725,0.6875,-0.027810575859742673,-0.013049990028454134
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,0_2,spread_mae,80,80,80,80,80,0.0021115597055957696,-0.0041544489648493235,0.55,-0.02215728885999788,0.02528436553643315
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,2_10,trajectory_rmse,3836,3836,3836,80,80,0.00040205258314223775,1.4091591207252372e-05,0.4875,-0.002266267799570436,0.002875004043640827
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,2_10,differential_rmse,3836,3836,3836,80,80,0.00026540267142272555,0.0001709363038651236,0.3875,-0.004140111956047147,0.004499413485089004
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,2_10,nadir_error,3836,3836,3836,80,80,-0.0030706692349158947,-0.0006233322274056263,0.5875,-0.005358887517926392,-0.0011503199003948927
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,2_10,max_abs_rocof_error,3836,3836,3836,80,80,0.004898059074229398,0.001813549979946157,0.3875,0.0019383699590536075,0.008045698928332123
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,2_10,spread_mae,80,80,80,80,80,0.018369949350968397,-0.0011499744653639676,0.6375,-0.05033131483880064,0.08261115609508231
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,10_30,trajectory_rmse,3836,3836,3836,80,80,0.0036527272128426087,-0.00012962066021367946,0.525,-0.001664208211599097,0.009966295241281325
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,10_30,differential_rmse,3836,3836,3836,80,80,0.008415306094133556,3.462005679556606e-05,0.4875,-0.0012492133354885919,0.020196644009621467
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,10_30,nadir_error,3836,3836,3836,80,80,0.0024628291540995636,0.0002434597966688064,0.4375,-0.0015741584428640354,0.006940068178295813
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,10_30,max_abs_rocof_error,3836,3836,3836,80,80,-0.00039369528400991954,-0.0016790204384354486,0.725,-0.0016975605034580763,0.001313479661056973
A3_F_ONLY,G0_BALANCED,test,ALL_1000,NPCC140,label,LABELED_NON_D3,10_30,spread_mae,80,80,80,80,80,0.2257437288695127,-0.0004933296935632826,0.525,0.019593640316994787,0.4943850340511364
